s,prefL,alts,group
http://ec.europa.eu/esco/occupation/22805,Special cook,,http://ec.europa.eu/esco/isco2008/Concept/C5120
http://ec.europa.eu/esco/occupation/18641,Specialist translator,,http://ec.europa.eu/esco/isco2008/Concept/C2643
http://ec.europa.eu/esco/occupation/18611,Sports agent,Sportspeople's agent,http://ec.europa.eu/esco/isco2008/Concept/C3339
http://ec.europa.eu/esco/occupation/20080,Sports ground worker,,http://ec.europa.eu/esco/isco2008/Concept/C5153
http://ec.europa.eu/esco/occupation/20446,Stairs cleaner,,http://ec.europa.eu/esco/isco2008/Concept/C9112
http://ec.europa.eu/esco/occupation/23347,Station attendant,Station host,http://ec.europa.eu/esco/isco2008/Concept/C5111
http://ec.europa.eu/esco/occupation/22829,Steward's assistant,Messman,http://ec.europa.eu/esco/isco2008/Concept/C5131
http://ec.europa.eu/esco/occupation/23256,Street seller,,http://ec.europa.eu/esco/isco2008/Concept/C5212
http://ec.europa.eu/esco/occupation/22854,Students' chaplain,,http://ec.europa.eu/esco/isco2008/Concept/C2636
http://ec.europa.eu/esco/occupation/22469,Study centre director,,http://ec.europa.eu/esco/isco2008/Concept/C1439
http://ec.europa.eu/esco/occupation/17267,Supervisor (cleaning),"Foreman, cleaning",http://ec.europa.eu/esco/isco2008/Concept/C5151
http://ec.europa.eu/esco/occupation/16622,Supervisor (gardening),"Supervisor, garden",http://ec.europa.eu/esco/isco2008/Concept/C6113
http://ec.europa.eu/esco/occupation/18066,Supply services staff (shipping),"Supply services staff, shipping",http://ec.europa.eu/esco/isco2008/Concept/C5132
http://ec.europa.eu/esco/occupation/19129,Surgery assistant,,http://ec.europa.eu/esco/isco2008/Concept/C4226
http://ec.europa.eu/esco/occupation/23188,Swimming pool attendant,Baths attendant Pool attendant,http://ec.europa.eu/esco/isco2008/Concept/C9629
http://ec.europa.eu/esco/occupation/15757,Taxi guide,,http://ec.europa.eu/esco/isco2008/Concept/C5113
http://ec.europa.eu/esco/occupation/17329,Team supervisor (cleaning),"Team foreman, cleaning",http://ec.europa.eu/esco/isco2008/Concept/C9112
http://ec.europa.eu/esco/occupation/15354,Technical translator,,http://ec.europa.eu/esco/isco2008/Concept/C2643
http://ec.europa.eu/esco/occupation/23656,Theatre cashier,,http://ec.europa.eu/esco/isco2008/Concept/C5230
http://ec.europa.eu/esco/occupation/20685,Theological researcher,,http://ec.europa.eu/esco/isco2008/Concept/C2633
http://ec.europa.eu/esco/occupation/19559,Therapist,,http://ec.europa.eu/esco/isco2008/Concept/C2634
http://ec.europa.eu/esco/occupation/16686,Ticket seller,Ticket vendor,http://ec.europa.eu/esco/isco2008/Concept/C5230
http://ec.europa.eu/esco/occupation/22811,Ticket seller (travel agency),"Ticket seller, travel agency Ticket vendor (travel agency)",http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/14268,Tour guide,,http://ec.europa.eu/esco/isco2008/Concept/C5113
http://ec.europa.eu/esco/occupation/22712,Tour leader,,http://ec.europa.eu/esco/isco2008/Concept/C5113
http://ec.europa.eu/esco/occupation/16842,Tour operator,Travel producer,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/21299,Tourist information officer,Tourist hostess Tourist host,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/22015,Town planner,,http://ec.europa.eu/esco/isco2008/Concept/C2164
http://ec.europa.eu/esco/occupation/23480,Traffic assistant,,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/23355,Traffic information officer,,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/23138,Traffic planner (railways),"Traffic planner, railway",http://ec.europa.eu/esco/isco2008/Concept/C2164
http://ec.europa.eu/esco/occupation/19286,Train attendant (travel attendants and travel stewards),Train hostess,http://ec.europa.eu/esco/isco2008/Concept/C5111
http://ec.europa.eu/esco/occupation/14846,Translator,,http://ec.europa.eu/esco/isco2008/Concept/C2643
http://ec.europa.eu/esco/occupation/15335,Transport administrator,,http://ec.europa.eu/esco/isco2008/Concept/C3339
http://ec.europa.eu/esco/occupation/15508,Transport adviser,,http://ec.europa.eu/esco/isco2008/Concept/C3339
http://ec.europa.eu/esco/occupation/15503,Transport coordinator,,http://ec.europa.eu/esco/isco2008/Concept/C3339
http://ec.europa.eu/esco/occupation/15497,Transport engineer,,http://ec.europa.eu/esco/isco2008/Concept/C3339
http://ec.europa.eu/esco/occupation/17645,Transport planner,,http://ec.europa.eu/esco/isco2008/Concept/C3339
http://ec.europa.eu/esco/occupation/20121,Travel adviser,,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/22697,Travel agency assistant,Travel agent assistant,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/22830,Travel agency clerk,Travel agency consultant Air trips seller,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/21412,Travel agency director,,http://ec.europa.eu/esco/isco2008/Concept/C1439
http://ec.europa.eu/esco/occupation/14298,Travel agency employee,Travel agent officer,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/21517,Travel agency manager,,http://ec.europa.eu/esco/isco2008/Concept/C1439
http://ec.europa.eu/esco/occupation/22717,Travel agent,Tour seller Tour officer Travel seller,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/20179,Travel manager,,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/16571,Tree surgeon,,http://ec.europa.eu/esco/isco2008/Concept/C6113
http://ec.europa.eu/esco/occupation/17176,Trolley collector,,http://ec.europa.eu/esco/isco2008/Concept/C9629
http://ec.europa.eu/esco/occupation/17019,Undersealer,,http://ec.europa.eu/esco/isco2008/Concept/C9622
http://ec.europa.eu/esco/occupation/14255,Union treasurer,,http://ec.europa.eu/esco/isco2008/Concept/C5230
http://ec.europa.eu/esco/occupation/16193,Unskilled worker,,http://ec.europa.eu/esco/isco2008/Concept/C9622
http://ec.europa.eu/esco/occupation/23252,Valet,,http://ec.europa.eu/esco/isco2008/Concept/C5162
http://ec.europa.eu/esco/occupation/16564,Verger,,http://ec.europa.eu/esco/isco2008/Concept/C5153
http://ec.europa.eu/esco/occupation/22738,Vicar,,http://ec.europa.eu/esco/isco2008/Concept/C2636
http://ec.europa.eu/esco/occupation/16927,Visits scheduler,,http://ec.europa.eu/esco/isco2008/Concept/C4221
http://ec.europa.eu/esco/occupation/22814,Waiter/waitress,,http://ec.europa.eu/esco/isco2008/Concept/C5131
http://ec.europa.eu/esco/occupation/23203,Waiter/waitress (café),"Waiter/Waitress, café",http://ec.europa.eu/esco/isco2008/Concept/C5131
http://ec.europa.eu/esco/occupation/21476,Waiter/waitress (ship),"Waiter/Waitress, ship",http://ec.europa.eu/esco/isco2008/Concept/C5131
http://ec.europa.eu/esco/occupation/23666,Washer,,http://ec.europa.eu/esco/isco2008/Concept/C9121
http://ec.europa.eu/esco/occupation/20437,Washing assistant,,http://ec.europa.eu/esco/isco2008/Concept/C9121
http://ec.europa.eu/esco/occupation/17137,Water meter installer,,http://ec.europa.eu/esco/isco2008/Concept/C5153
http://ec.europa.eu/esco/occupation/15737,Wilderness guide,,http://ec.europa.eu/esco/isco2008/Concept/C5113
http://ec.europa.eu/esco/occupation/21158,Youth hostel director,,http://ec.europa.eu/esco/isco2008/Concept/C1411
