http://ec.europa.eu/esco/skill/19461,Carpet cleaning,"Cleaning foreman-Cleaner (helpers and cleaners in offices, hotels and other establishments)-Cleaning instructor-Cleaner (ship)-Industry cleaner-House cleaner-Attendant-Stairs cleaner-Supervisor (cleaning)-Cleaning worker-Team supervisor (cleaning)-Head cleaner-Hospital cleaner-Office cleaner-Hotel cleaner-Aircraft cleaner"
http://ec.europa.eu/esco/skill/16475,Carpets,"Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)"
http://ec.europa.eu/esco/skill/20104,Cars,"Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)"
http://ec.europa.eu/esco/skill/15967,Cartography,Archaeological scientist-Natural geographer-Anthropologist-Cultural geographer-Archaeologist-Geographer-Marine archaeologist
http://ec.europa.eu/esco/skill/22334,Cash management,Union treasurer-Business administrator-Household adviser
http://ec.europa.eu/esco/skill/17431,Cash register balancing,Office cashier-Waiter/waitress-Church cashier-Farming cashier-Bartender-Cash office worker
http://ec.europa.eu/esco/skill/21432,Cashiering,"Restaurant assistant-Cleaning instructor-Cabin attendant-Supply services staff (shipping)-Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)-Air traffic assistant-Ground hostess-Cook (ship)-Assistant (tourist information office)-Cottage manager-Attendant-Breakfast host/hostess-Fast-food stand assistant-Cash desk assistant (restaurant)-Café assistant-Meals service assistant-Serving assistant-Chinese cook-Grill cook-Amusement park worker-Cold-buffet manageress (ship)-Private travel agent-Travel agency assistant-Ticket seller (travel agency)-Travel agent-Dietetic cook-Charter travel salesperson-Cold-buffet manageress-Head waiter-Waiter/waitress-Traffic assistant-Leasing manager-Shop cashier-Cloakroom caretaker-Check-in assistant-Tourist information officer-Kiosk assistant-Bar assistant-Bartender-Hotel concierge-Special cook-Hotel cashier-Cash desk assistant (cafeteria)-Waiter/waitress (ship)-Auction assistant-Secretary (tourist information office)-Sales director (travel agency)-Business host/hostess-Office caretaker-Head cleaner-Bus host/hostess-Theatre cashier-Service manager (air traffic)-Travel agency employee-Restaurant cashier-Cloakroom attendant-Cinema projector operator-Traffic information officer-Business travel salesperson-Travel agency clerk-Employee (tourist information office)-Booking officer (travel agency)-Purser-Ship host/hostess-Flight attendant-Station attendant-Cook-Cashier assistant-Information cashier (shop)-Cashier-Car-park ticket seller-Booking assistant (travel agency)-Kiosk owner-Page-Breakfast assistant-School lunch assistant-Train attendant (travel attendants and travel stewards)-Cabin manager-Public baths cashier-Cinema cashier-Ticket seller-Cloakroom assistant-Cloakroom keeper-Waiter/waitress (café)"
http://ec.europa.eu/esco/skill/19716,Cataloguing (archaeological objects),Archaeological scientist-Anthropologist-Archaeologist-Marine archaeologist
http://ec.europa.eu/esco/skill/18410,Catamaran,Supply services staff (shipping)-Assistant cook (ship)-Waiter/waitress (ship)
http://ec.europa.eu/esco/skill/23268,Catering,Restaurant assistant-Cabin attendant-Breakfast host/hostess-Attendant-Kitchen assistant-Assistant cook-Fast-food stand assistant-Cash desk assistant (restaurant)-Serving assistant-Meals service assistant-Catering director-Housekeeper (hotel/restaurant)-Kitchen manager-Matron-Catering worker-Catering supervisor-Hotel matron-Assistant matron-Bar assistant-Cold buffet assistant-Cash desk assistant (cafeteria)-Maintenance operative (catering)-School meals director-Kitchen assistant (institution)-Grill assistant-Breakfast assistant-School lunch assistant-Catering manager
http://ec.europa.eu/esco/skill/15974,Catering supervising,Catering director-Matron-Kitchen manager-Housekeeper (hotel/restaurant)-Catering supervisor-Assistant matron-Hotel matron-Catering manager
http://ec.europa.eu/esco/skill/16972,Caterpillar bulldozer,Labourer (general)
http://ec.europa.eu/esco/skill/22835,"CD, DVD, video","Advertising seller (door-to-door and telephone salespersons, shop sales persons and demonstrators)"
http://ec.europa.eu/esco/skill/17793,Ceramics (archaeology),Archaeological scientist-Marine archaeologist-Anthropologist-Archaeologist
http://ec.europa.eu/esco/skill/17033,Ceramics technology (engineering),Industrial hygienist
http://ec.europa.eu/esco/skill/15621,Charter travel (operations),Tour operator-Travel adviser-Travel manager
http://ec.europa.eu/esco/skill/23356,Charter travel sales,Cottage manager-Travel agency assistant-Charter travel salesperson-Tourist information officer-Secretary (tourist information office)-Booking assistant (travel agency)-Traffic assistant-Service manager (air traffic)-Assistant (tourist information office)-Sales director (travel agency)-Traffic information officer-Private travel agent-Air traffic assistant-Ticket seller (travel agency)-Booking officer (travel agency)-Ground hostess-Travel agency clerk-Travel agent-Travel agency employee
